original_sponsor,clustered_sponsor
MR. JOHN E. COWDIN,Mr. John E. Cowdin
CHAMBRE DE COMMERCE DU DISTRICT DE MONTREAL,Chambre De Commerce Du District De Montreal
LONGFELLOW CENTENARY,Longfellow Centenary
Chez Edgard,Chez Edgard
Le Vert Galant,Le Vert Galant
Chanterelle,Chanterelle
Au Mouton de Panurge,Au Mouton De Panurge
The Mayflower Rib Room,The Mayflower Rib Room
Faugeron,Faugeron
Remi,Remi
'The Chief,The Chief
S. M. R.,S. M. R.
Grandview  Gardens,Grandview Gardens
Library Room,Library Room
MERCHANTS' CLUB OF BOSTON,Merchants Club Of Boston
ANCHOR INN SEAFOOD RESTAURANT,Anchor Inn Seafood Restaurant
Ordell Braase,Ordell Braase
Heilig Geist Spital,Heilig Geist Spital
Old Farm Inn,Old Farm Inn
'The Regency Suite,The Regency Suite
Monarch Room   Royal Hawaiian Hotel,Monarch Room Royal Hawaiian Hotel
Lobster Shanty,Lobster Shanty
The Smoketree Restaurant,The Smoketree Restaurant
The Sheraton,The Sheraton
MaynilÃ ,Maynila
'T.S.S. \Adriatiki\''''',T.S.S. Adriatiki
Trans World Service,Trans World Service
The English House,The English House
Hellas CafÃ©,Hellas Cafac
The Famous Anchor Sea Food House,The Famous Anchor Sea Food House
Ladies' Dining Room,Ladies Dining Room
Us Army Hospital,Us Army Hospital
The Old Spaghetti Factory,The Old Spaghetti Factory
Schrafft's,Schraffts
The Sea Isle,The Sea Isle
Burlington Zephyrs,Burlington Zephyrs
'[The Waldorf Astoria Hotel (New York,the Waldorf Astoria Hotel New York
Boni's,Bonis
The Latch String,The Latch String
El Barrio Latino,El Barrio Latino
S.S. American Merchant,S.S. American Merchant
Le Versailles,Le Versailles
Port-au-Peck,Port-au-peck
Lake Tarleton Club,Lake Tarleton Club
Hotel Knickerbocker,Hotel Knickerbocker
Lexington Opera House,Lexington Opera House
Business Men's Club,Business Mens Club
Planters Hotel,Planters Hotel
Leathersellers' Hall,Leathersellers Hall
The Beekman CafÃ© Co.,The Beekman Cafac Co.
Grocers Hall,Grocers Hall
Roman Catholic Orphan Asylum,Roman Catholic Orphan Asylum
Au Chat Noir,Au Chat Noir
HOTEL SAVOY,Hotel Savoy
(UNION LEAGUE CLUB),Union League Club
CUSTOM HOUSE RESTAURANT,Custom House Restaurant
TRANSPORTATION CLUB NEW YORK,Transportation Club New York
PALACE HOTEL GRILL ROOM,Palace Hotel Grill Room
SOUTHERN RAILWAY - DINING CAR SERVICE,Southern Railway - Dining Car Service
AMERICAN INN,American Inn
PRINCE OF WALES HOTEL,Prince Of Wales Hotel
CAFE' BOULEVARD - CHATEAU HENRI IV,Cafe Boulevard - Chateau Henri Iv
LOTOS CLUB,Lotos Club
SEVENTH MASONIC DISTRICT,Seventh Masonic District
KENWOOD HOTEL,Kenwood Hotel
ERIE,Erie
BROOKLYN BAR ASSOCIATION,Brooklyn Bar Association
THE ORIENTAL,The Oriental
ANCIENT AND HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS,Ancient And Honorable Artillery Company Of Massachusetts
LUXUSZUG RAILROAD,Luxuszug Railroad
FRIENDS OF S.S. PACKARD?,Friends Of S.S. Packard
GREATER WASHINGTON TRAIN TOUR,Greater Washington Train Tour
MRS. CORNELIUS VANDERBILT,Mrs. Cornelius Vanderbilt
TRUSTEES OF WASHINGTON SAVINGS BANK,Trustees Of Washington Savings Bank
GRAND NEW HOTEL,Grand New Hotel
THE SPHINX CLUB,The Sphinx Club
NEW ENGLAND SOCIETY OF PENNSYLVANIA,New England Society Of Pennsylvania
UNITED STATES FLAGSHIP RAINBOW,United States Flagship Rainbow
STEVENS INSTITUTE OF TECHNOLOGY CLASS OF '93,Stevens Institute Of Technology Class Of 93
GEORGE BARDIN,George Bardin
ATLANTIC CITY HOTEL MEN'S ASSOCIATION,Atlantic City Hotel Mens Association
KENSINGTON HOTEL,Kensington Hotel
RIDLEY PARK KNIGHTS OF THEROUND TABLE,Ridley Park Knights Of Theround Table
BECKMAN & PUNCHARD,Beckman & Punchard
GREENLEAF LODGE NO.561,Greenleaf Lodge No.561
GRAND LODGE OF MASSACHUSETTS,Grand Lodge Of Massachusetts
GRAND LODGE F.A.A.M OF THE DISTRICT OF COLUMBIA,Grand Lodge F.A.A.M Of The District Of Columbia
NEW ENGLAND MEMBERS OF THE HOTEL MEN'S MUTUAL BENEFIT ASSOCIATION OF THE UNITED STATES AND CANADA,New England Members Of The Hotel Mens Mutual Benefit Association Of The United States And Canada
THE SOCIETY FOR LITERARY KNOWLEDGE,The Society For Literary Knowledge
MOUNTAIN PARK HOTEL,Mountain Park Hotel
AMEN CORNER,Amen Corner
COZZENS' WEST POINT HOTEL,Cozzens West Point Hotel
MR. THOMAS W.WILSON,Mr. Thomas W.Wilson
CITIZENS BUSINESS LEAGUE,Citizens Business League
YALE ALUMNI ASSOCIATION OF PHILADELPHIA,Yale Alumni Association Of Philadelphia
MR. SCHWITZER,Mr. Schwitzer
EXCHANGE HOTEL AND BALLARD HOUSE,Exchange Hotel And Ballard House
THE UNIVERSAL COOKERY AND FOOD ASSOCIATIONS,The Universal Cookery And Food Associations
WHITE'S DINING ROOMS,Whites Dining Rooms
STETSON HOUSE,Stetson House
BERKSHIRE SOCIETY OF NEW YORK,Berkshire Society Of New York
BOARD OF TRADE OF THE CITY OF TORONTO,Board Of Trade Of The City Of Toronto
MEMBERS OF THE PEN AND PENCIL CLUB,Members Of The Pen And Pencil Club
CONNECTICUT SOCIETY OF CIVIL ENGINEERS,Connecticut Society Of Civil Engineers
BOWDOIN COLLEGE,Bowdoin College
RESTAURANT ZOOLOGISCHER GARTEN,Restaurant Zoologischer Garten
LAKE HOUSE,Lake House
CONFEDERATE VETERAN CAMP OF NEW YORK THE,Confederate Veteran Camp Of New York The
DEER PARK HOTEL,Deer Park Hotel
DUTCHESS COUNTY SOCIETY IN THE CITY OF NEW YORK,Dutchess County Society In The City Of New York
Royal Dutch Airlines,Royal Dutch Airlines
The Ivy,The Ivy
Restaurant Kervansaray,Restaurant Kervansaray
Restaurant Drei Baren,Restaurant Drei Baren
Girafe,Girafe
Hotel Parker Meridien,Hotel Parker Meridien
Restaurant Le Bourgogne,Restaurant Le Bourgogne
Peninsula Hotel,Peninsula Hotel
Hofbrauhaus,Hofbrauhaus
King's Arms Tavern,Kings Arms Tavern
Krone,Krone
Kunstnernes Restaurant Blom,Kunstnernes Restaurant Blom
Vivarois,Vivarois
Wine and Food Society,Wine And Food Society
The Plaza; Hilton Hotels,The Plaza; Hilton Hotels
Gramercy Park Hotel; Hotel Gramercy Park,Gramercy Park Hotel
La Saulaie,La Saulaie
Executive Mansion,Executive Mansion
Wursthaus,Wursthaus
Bamerette,Bamerette
Hotel Imperial Wien,Hotel Imperial Wien
'Rms \Queen Elilzabeth 2\''''',Rms Queen Elilzabeth 2
The Netherland Club Of New York,The Netherland Club Of New York
Carroll Arms Restaurant,Carroll Arms Restaurant
Tavern On The Green,Tavern On The Green
Empire Szechuan Gourmet,Empire Szechuan Gourmet
[Restaurant And/Or Location Unknown],restaurant Andor Location Unknown
Bon Vivant,Bon Vivant
Chowning's Tavern,Chownings Tavern
The Orient Room,The Orient Room
Blue Horizon,Blue Horizon
Bienvenue,Bienvenue
Button's Deli,Buttons Deli
Bread Market & CafÃ©,Bread Market & Cafac
R.M.S. Nieuw Amsterdam,R.M.S. Nieuw Amsterdam
Charlie's,Charlies
Miami Hotel,Miami Hotel
Texas Zephyrs,Texas Zephyrs
Ballantine Three Ring Inn,Ballantine Three Ring Inn
Hasselbacken,Hasselbacken
Virginia Ferry Corporation,Virginia Ferry Corporation
Canary Cottage,Canary Cottage
Mitre Hotel,Mitre Hotel
Bds,Bds
Ye Golden Lion Tavern,Ye Golden Lion Tavern
'S.S. ''President Roosevelt''''''',S.S. President Roosevelt
John Wanamaker,John Wanamaker
Hotel Wallick,Hotel Wallick
Mercantile lunch Co.,Mercantile Lunch Co.
Spilker's Restaurant and CafÃ©,Spilkers Restaurant And Cafac
Pine Terrace Inn,Pine Terrace Inn
'S.S. ''Bruce''',S.S. Bruce
The West End,The West End
Lexington Hotel,Hotel Lexington
Burland Casino,Burland Casino
PACIFIC MAIL STEAMSHIP CO.,Pacific Mail Steamship Co.
MORNING NEWSPAPER BOWLING LEAGUE,Morning Newspaper Bowling League
GOULD'S HOTEL CAFE,Goulds Hotel Cafe
DEL PRADO HOTEL,Del Prado Hotel
HADDON HOTEL,Haddon Hotel
(ENGINEERS CLUB),Engineers Club
ENGINEERS CLUB,Engineers Club
HOTEL PABST,Hotel Pabst
MAISON DRIENNE,Maison Drienne
ST. LOUIS CLUB,St. Louis Club
COLONNADE RESTAURANT,Colonnade Restaurant
WEST COAST DINING SALOON,West Coast Dining Saloon
DAVID CAFE AND RESTAURANT,David Cafe And Restaurant
BRITISH MUSEUM REFRESHMENT DEPARTMENT,British Museum Refreshment Department
NORDEUTSCHER LLOYD BREMEN,Nordeutscher Lloyd - Bremen
GRAND HOTEL HUNGARIA,Grand Hotel Hungaria
MANSION HOUSE,Mansion House
RED STAR LINE- ANTWERPEN  NY,Red Star Line - Antwerpen - Ny
STATE DEPARTMENT SPECIAL TO THE PAND-AMERICAN CONGRESS AT THE CITY OF MEXICO (PULLMAN CAR SERVICE),State Department Special To The Pand-american Congress At The City Of Mexico Pullman Car Service
BAILEY CATERING COMPANH,Bailey Catering Companh
ST. JOHN'S LODGE NO. 1,St. Johns Lodge No. 1
GUNTHER'S,Gunthers
R.H. MACY & CO.,R.H. Macy & Co.
CORPORATION OF THE CITY OF LONDON,Corporation Of The City Of London
THE CLARENDON,The Clarendon
NEW YORK STATE BAR ASSOCIATION,New York State Bar Association
SECRETARY OF THE TREASURY,Secretary Of The Treasury
ASSOCIATION OF THE BAR OF THE BOROUGH OF THE BRONX IN THE CITY OF NEW YORK,Association Of The Bar Of The Borough Of The Bronx In The City Of New York
THE MARCARET,The Marcaret
BREVOORT HOUSE,Brevoort House
HOTEL HAVLIN,Hotel Havlin
PROSPECT HOUSE,Prospect House
(HOTEL ASSOCIATION OF NEW YORK CITY),Hotel Association Of New York City
SIG. GIOVANNI CAVAGNARO E SIGNORA,Sig. Giovanni Cavagnaro E Signora
'MITCHELL,Mitchell
(MAJESTIC HOTEL),Hotel Majestic
RG,R.G.
S.S.B. COUNSEL OF SPELLING SIMPLIFICATION,S.S.B. Counsel Of Spelling Simplification
ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA,Associated Pioneers Of The Territorial Days Of California
DR. JOSE A. PRESNO Y BASTIONY,Dr. Jose A. Presno Y Bastiony
LEWIS AND CLARK CENTENNIAL EXPOSITION,Lewis And Clark Centennial Exposition
FRIENDS OF MR. ARTHUR J. O'KEEFFE,Friends Of Mr. Arthur J. Okeeffe
HOBOKEN BOARD OF TRADE,Hoboken Board Of Trade
RENS.POLY.INST.,Rens.Poly.Inst.
SAN FRANCISCO LUMBER DEALERS EXCHANGE,San Francisco Lumber Dealers Exchange
BUCKINGHAM PALACE,Buckingham Palace
CRAFTSMAN CLUB,Craftsman Club
SCIENTIFIC ALLIANCE OF NEW YORK,Scientific Alliance Of New York
ANCIENT AND HONORABLE ARTILLERY CO. OF MASSACHUSETTS,Ancient And Honorable Artillery Co Of Massachusetts
MILITARY ORDER OF THE LOYAL LEGION OF THE U.S. COMMANDERY OF MINNESOTA,Military Order Of The Loyal Legion Of The U.S. Commandery Of Minnesota
NEW ROCHELLE BOARD OF TRADE,New Rochelle Board Of Trade
ASSOCIATED STUDENTS OF F. CARROLL BREWSTER,Associated Students Of F. Carroll Brewster
FRIENDS OF JOHN A. TORY,Friends Of John A. Tory
CZAR NIKOLAS,Czar Nikolas
BUTTERFIELD,Butterfield
MASTER PRINTERS ASSOCIATION,Master Printers Association
THE AUTOCRAT CLUB,The Autocrat Club
ARTHUR D. MARKS,Arthur D. Marks
HOLLAND'S LADIES & GENTS DINING ROOMS,Hollands Ladies & Gents Dining Rooms
FEDERAL CLUB,Federal Club
NEW CENTURY HOTEL,New Century Hotel
HOTEL MEN OF WASHINGTON,Hotel Men Of Washington
PROVIDENCE ART CLUB,Providence Art Club
(MR. R. G. WINNEY),Mr. R. G. Winney
THEATRICAL PROTECTIVE UNION,Theatrical Protective Union
SMITH & MC NELLS,Smith & Mc Nells
(CHRISTIAN HELENA),Christian Helena
GENERAL HOWARD CARROLL,General Howard Carroll
Le Meridien Hotel,Le Meridien Hotel
Kystens Perle,Kystens Perle
Djawah,Djawah
Restaurant Cafe Winkler,Restaurant Cafe Winkler
Weinkruger,Weinkruger
La Tour de Lyon,La Tour De Lyon
The Mandarin,The Mandarin
The Streamliner,The Streamliner
Wabash Railway Company,Wabash Railway Company
The Rendez-Vous,The Rendez-vous
Cunard,Cunard
Norddeutscher Lloyd Bremen,Norddeutscher Lloyd Bremen
Johnny Garneau's Golden Spike,Johnny Garneaus Golden Spike
Internationales Restaurant Kuche Der Welt,Internationales Restaurant Kuche Der Welt
S.S. New Amsterdam,S.S New Amsterdam
Silberkuhlshof,Silberkuhlshof
The Mississippi Room,The Mississippi Room
The Red Star Inn,The Red Star Inn
Emerald Room,Emerald Room
Zum Roten Baeren,Zum Roten Baeren
New Boston Inn,New Boston Inn
Le ProvenÃ§al,Le Provena§al
Trans World Airlines,Trans World Airlines
Charlie Mom,Charlie Mom
Neptune Room,Neptune Room
Spalding's,Spaldings
The Madison,The Madison
Waverly Inn,Waverly Inn
Foco Lare,Foco Lare
Gundel,Gundel
Embassy Room,Embassy Room
The Ann Rutledge,The Ann Rutledge
'Waldorf Astoria Hotel,Waldorf Astoria Hotel
La Fonda,La Fonda
Bernardsville Inn,Bernardsville Inn
Maison Prunier,Maison Prunier
M/Y Stella Polaris,My Stella Polaris
Grand HÃ´tel D'europe,Grand Ha´tel Deurope
The New York Central Railroad Company,The New York Central Railroad Company
R.H. Macy & Co.,R.H. Macy & Co.
All Souls Church,All Souls Church
Lake Louise Chalet,Lake Louise Chalet
Hotel Martin,Hotel Martin
United States Hotel,United States Hotel
The Pioneer Limited,The Pioneer Limited
Aurora Grata Cathedral,Aurora Grata Cathedral
New York New Haven & Hartford Lines: New York Central Lines,New York New Haven & Hartford Lines: New York Central Lines
HofbraÃ¼ Restaurant,Hofbraah Restaurant
Olde Shoreham,Olde Shoreham
Republican Club,Republican Club
Jardin de Danse,Jardin De Danse
The Richmond,The Richmond
KNIGHTS OF REVELRY,Knights Of Revelry
UNION HOTEL & RESTAURANT,Union Hotel & Restaurant
ALUMNI ASSOCIATION - UNIVERSITY OF BUFFALO,Alumni Association - University Of Buffalo
HOTEL MONTGOMERY,Hotel Montgomery
BALTIMORE AND OHIO RR ROYAL BLUE LINE,Baltimore And Ohio Rr Royal Blue Line
U.S.M.S NEW YORK,U.S.M.S New York
PURE FOOD CAFES - ANNEX NO. 1,Pure Food Cafes - Annex No. 1
LOS ANGELES CONSISTORY NO.3,Los Angeles Consistory No.3
NORDDEUTSCHER LLOYD -BREMEN,Norddeutscher Lloyd Bremen
HOME INSURANCE CO. OF NEW YORK REPRESENTATIVES,Home Insurance Co. Of New York Representatives
N.Y.Y.C. INTERNATIONAL YACHT RACES,N.Y.Y.C. International Yacht Races
STAFF OF GOV. GEORGE C. PARDEE,Staff Of Gov. George C. Pardee
GRAND UNION,Grand Union
NEW GRAND HOTEL,Grand New Hotel
HAMILTON CLUB,Hamilton Club
PRESBYTERIAN CHURCH,Presbyterian Church
WM.SCHWEGLER'S,Wm.Schweglers
HUBEL'S RESTAURANT & HOTEL,Hubels Restaurant & Hotel
HOLLY INN,Holly Inn
THE CLEVELAND BANKERS,The Cleveland Bankers
CANADIAN-AUSTRALIAN STEAMSHIP CO'S R.M.S. MIOWERA,Canadian-australian Steamship Cos R.M.S. Miowera
ASSEMBLY,Assembly
NORGE HOTEL,Norge Hotel
FOGG'S HOTEL AND DINING ROOM,Foggs Hotel And Dining Room
MR. AND MRS. H. TATTON SYKES',Mr. And Mrs. H. Tatton Sykes
CONNECTICUT SOCIETY SONS OF HE AMERICAN REVOLUTION,Connecticut Society Sons Of He American Revolution
U.S.S.RALEIGH,U.S.S.Raleigh
TRINITY COLLEGE,Trinity College
THE OFFICERS OF THE NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK,The Officers Of The New England Society In The City Of New York
DUTCHESS COUNTY SOCIETY OF CITY OF NEW YORK,Dutchess County Society Of City Of New York
SOCIETY SONS OF THE REVOLUTION IN THE STATE OF MISSOURI,Society Of Sons Of The Revolution In The State Of Missouri
PHI ALPHA SIGMA FRATERNITY  ALPHA AND GAMMA CHAPTERS,Phi Alpha Sigma Fraternity Alpha And Gamma Chapters
FRANKFURTER COURTYARD,Frankfurter Courtyard
NEW YORK COMMANDERY OF THE MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES,New York Commandery Of The Military Order Of The Loyal Legion Of The United States
ATLAS CLUB,Atlas Club
THE CITIZENS OF BALTIMORE,The Citizens Of Baltimore
NEW YORK MASTER PRINTERS' ASSOCIATION,New York Master Printers Association
ROYAL ACADEMY OF ARTS,Royal Academy Of Arts
H.W.JOHNS-MANVILLE CO.,H.W.Johns-manville Co.
WINDSOR CASTLE,Windsor Castle
KING ALEXANDER OF SERVIA,King Alexander Of Servia
BERKELEY CLASS OF '91,Berkeley Class Of 91
ROYAL PAVILLION HOTEL,Royal Pavillion Hotel
(CITY OF NEW YORK?),City Of New York
MEDICAL CLUBS,Medical Clubs
CITY OF BROOKLYN,City Of Brooklyn
TEXAS YALE ALUMNI ASSOCIATION,Texas Yale Alumni Association
Rogano Restaurant & Sea Food Bar,Rogano Restaurant & Sea Food Bar
Het Jagertje,Het Jagertje
Hotel Royal,Hotel Royal
Quails Inn Restaurant,Quails Inn Restaurant
Christer's,Christers
Les Mareyeurs,Les Mareyeurs
InterCityHotel,Intercityhotel
Baltimore & Ohio Railroad,Baltimore & Ohio Railroad
'Chicago,Chicago
Waldorf-Astoria,Waldorf-astoria
'Dinner Menu,Dinner Menu
RED COACH GRILL,Red Coach Grill
Ivar's Indian Salmon House,Ivars Indian Salmon House
D'vijffvlieghen,Dvijffvlieghen
The Commerce Club,The Commerce Club
Manadrin House,Manadrin House
Pirates' House,Pirates House
Diva,Diva
Quatorze,Quatorze
Jack Trayer's,Jack Trayers
'Paquebot \Liberte\''''',Paquebot Liberte
Figaro,Figaro
Antoine's,Antoines
Xochitl,Xochitl
KÅ‘nigstuhl,Kå‘nigstuhl
Petrossian Restaurant,Petrossian Restaurant
Tregenna Castle Hotel,Tregenna Castle Hotel
Schwarzzwalder's Natur Weinhaus,Schwarzzwalders Natur Weinhaus
The Commander Hotel,The Commander Hotel
El Don Quixote,El Don Quixote
Kursaal Casino Lucerne,Kursaal Casino Lucerne
Hotel Canadaigua,Hotel Canadaigua
Hotel Chatham,Hotel Chatham
Augusta Library,Augusta Library
Chicago And North Western System,Chicago And North Western System
The New York Hospital,The New York Hospital
CafÃ© Zanzibar,Cafac Zanzibar
Cooper's,Coopers
New Orleans Restaurant,New Orleans Restaurant
Restaurant Rosenbad,Restaurant Rosenbad
Bismarck Hotel,Bismarck Hotel
Paddell's Tavern,Paddells Tavern
Pallister Hotel,Pallister Hotel
Manhattan Club,Manhattan Club
Joe Di Maggio's Grotto,Joe Di Maggios Grotto
Level Club,Level Club
New American House,New American House
Clyde Line,Clyde Line
Park Avenue Hotel,Park Avenue Hotel
'S.S. ''George Washington''''''',S.S. George Washington
J.B. Greenhut Co.,J.B. Greenhut Co.
Palmetto Limited,Palmetto Limited
Hotel Cape May,Hotel Cape May
Piedmont Hotel,Piedmont Hotel
Carlton Terrace,Carlton Terrace
Harmony Club of Brooklyn,Harmony Club Of Brooklyn
Restaurant Ch. Drouant,Restaurant Ch. Drouant
VENDOME HOTEL,Hotel Vendome
NEW YORK BOARD OF EDUCATION,New York Board Of Education
CONGRESS HALL,Congress Hall
PENNSYLVANIA RAILROAD DINING CARS,Pennsylvania Railroad Dining Cars
HOTEL RITZ,Hotel Ritz
CHICAGO GREAT WESTERN RAILWAY,Chicago Great Western Railway
ALTA VISTA HOTEL,Alta Vista Hotel
MAPLEWOOD HOTEL,Maplewood Hotel
HOTEL CHAMBERLIN,Hotel Chamberlin
WASHINGTON STOCK EXCHANGE,Washington Stock Exchange
CORTLAND NORMAL ALUMNI,Cortland Normal Alumni
NORTH CAROLINA BANKERS ASSOCIATION,North Carolina Bankers Association
SOCIETY OF SONS OF STEERAGE IMMIGRANTS,Society Of Sons Of Steerage Immigrants
CUNARD STEAM SHIP COMPANY LIMITED,Cunard Steam Ship Company Limited
LAMB'S CLUB,Lambs Club
PROVINZIAL LIEDERTAFEL,Provinzial Liedertafel
? (J B), J B
VILLE DE LYON,Ville De Lyon
OREGON LUMBER MANUFACTURERS' ASSOCIATION,Oregon Lumber Manufacturers Association
RAIMONDO BRAGUGLIA'S CAFE' & RESTAURANT,Raimondo Braguglias Cafe & Restaurant
(KING HUMBERT OF ITALY?),King Humbert Of Italy
THE WELLESLY CLUB OF  NY,The Wellesly Club Of Ny
LAW CLUB,Law Club
CONGRESSO ALPINO,Congresso Alpino
CIE TRANSATLANTIQUE,Cie Cie Transatlantique
BATTLE HOUSE,Battle House
R.M.S.OCEANIC,R.M.S.Oceanic
RUTGERS COLLEGE ALUMNI ASSOCIATION OF THE CITY OF NEW YORK,Rutgers College Alumni Association Of The City Of New York
ERASTUS WIMAN AND HIS ASSOCIATES,Erastus Wiman And His Associates
SHRINERS,Shriners
BALTIMORE & OHIO RAILROAD COMPANY-FREIGHT TRAFFIC OFFICERS,Baltimore & Ohio Railroad Company-freight Traffic Officers
FORDAM CLUB,Fordam Club
MANN FANG LOWE CO.,Mann Fang Lowe Co.
PROVIDENCE LODGE NO. 14 B.P.O. ELKS,Providence Lodge No. 14 B.P.O. Elks
ARLINGTON,Arlington
GRIDIRON CLUB,Gridiron Club
THE MATHEWSON,The Mathewson
(238 EIGHT AVENUE),238 Eight Avenue
CHICAGOS STATIONERS ASSOCIATION,Chicagos Stationers Association
SOCIETA ITALIANE UNITE (UNITED ITALIAN SOCIETY?),Societa Italiane Unite United Italian Society
JOHN DOSCHER RESTAURANT,John Doscher Restaurant
(DRAGON),Dragon
THE SHIP'S COMPANY OF THE U.S.S. LOUISIANA,The Ships Company Of The U.S.S. Louisiana
(S.M.KING UMBERTO),S.M.King Umberto
US MILITARY ACADEMY,Us Military Academy
COMMITTEE ON POLITICAL REFORM,Committee On Political Reform
CHELSEA EXCHANGE BANK,Chelsea Exchange Bank
KING VICTOR EMMANUEL III,King Victor Emmanuel Iii
NEW YORK ALUMNI ASSOCIATION OF LAFAYETTE COLLEGE,New York Alumni Association Of Lafayette College
(DOWN TOWN CLUB),Down Town Club
NATIONAL BOARD OF FIRE UNDERWRITERS,National Board Of Fire Underwriters
Schutzenhof,Schutzenhof
Grand Cafe,Grand Cafe
Hotel Berlin,Hotel Berlin
Sweets Restaurant,Sweets Restaurant
Cafe del Sol,Cafe Del Sol
The Pacific Coast Society of Orthodontists,The Pacific Coast Society Of Orthodontists
Aladdin Studio Tiffin Room,Aladdin Studio Tiffin Room
Alfredo,Alfredo
The Great Caruso,The Great Caruso
21 Club,21 Club
Hotel St. Nicholas,Hotel St. Nicholas
Gulfstream,Gulfstream
Grand Central Terminal Restaurant,Grand Central Terminal Restaurant
Sherry's,Sherrys
Garden Court,Garden Court
Windsor Castle Hotel,Windsor Castle Hotel
Parker House,Parker House
The Ice Terrace,The Ice Terrace
Francis Scott Key Hotel,Francis Scott Key Hotel
The Mayflower Hotel,The Mayflower Hotel
Camp Myles Standish,Camp Myles Standish
Sidewalk CafÃ©,Sidewalk Cafac
Trainer's,Trainers
Mayes Oyster House,Mayes Oyster House
Otto Schwarz RestorÄ�ns,Otto Schwarz Restorä�ns
Makarpura Palace,Makarpura Palace
Broadway Central Hotel,Broadway Central Hotel
Laurel in the Pines,Laurel In The Pines
Stratford Inn at Del Mar,Stratford Inn At Del Mar
Hotel Palais D'orsay,Hotel Palais Dorsay
Hotel DuPont,Hotel Dupont
Hazeltine's Inc.,Hazeltines Inc.
Rigg's,Riggs
Onondaga,Onondaga
Long Island Business College South,Long Island Business College South
HADDON HALL,Haddon Hall
STATLER'S,Statlers
EWING'S NEW RESTAURANT,Ewings New Restaurant
UNIVERSITY CLUB,University Club
U.S.M.S.,U.S.M.S
RED STAR LINE S.S.WESTERNLAND,Red Star Line - S.S.Westernland
HOTEL COLONIAL,Colonial Hotel
GRAND HOTEL HOF RAGATZ,Grand Hotel Hof Ragatz
ROGERS'RESTAURANT,Rogersrestaurant
AMERICAN STREET RAILWAY ASSOCIATION,American Street Railway Association
INTERNATIONAL ACETYLENE ASSOCIATION,International Acetylene Association
OCEANIC STEAMSHIP COMPANY - S.S.ZEALANDER,Oceanic Steamship Company - S.S.Zealander
