original_sponsor,clustered_sponsor
"THE KINDERGARTEN CLUB OF THE UNION LEAGUE","THE KINDERGARTEN CLUB OF THE UNION LEAGUE"
"'Waldorf Astoria Hotel (New York","'Waldorf Astoria Hotel (New York"
"The Colonial Inn","The Colonial Inn"
"Restaurant Hotel Reichshof Hamburg","Restaurant Hotel Reichshof Hamburg"
"La Tour D'auvergne","La Tour D'auvergne"
"S.S. Nieuw Amsterdam","S.S. Nieuw Amsterdam"
"Bum Gpöctmeier","Bum Gpöctmeier"
"Old Lyme Inn","Old Lyme Inn"
"Hotel Northampton","Hotel Northampton"
"Lakos","Lakos"
"Carnegie Delicatessen And Restaurant","Carnegie Delicatessen And Restaurant"
"Wivex","Wivex"
"Eden Hotel Wolff","Eden Hotel Wolff"
"An American Place","An American Place"
"Howard Johnson's","Howard Johnson's"
"76 House","76 House"
"Overseas Press Club Of America","Overseas Press Club Of America"
"Williamsburg Lodge","Williamsburg Lodge"
"Hotel Mas De Vence","Hotel Mas De Vence"
"The Biltmore Terrace","The Biltmore Terrace"
"Hotel Northampton & Wiggins Old Tavern","Hotel Northampton & Wiggins Old Tavern"
"El Tovar Hotel","El Tovar Hotel"
"Grand Hotel National Lucerne","Grand Hotel National Lucerne"
"San Carlos Coffee Shop","San Carlos Coffee Shop"
"Oyster Bay Restaurant","Oyster Bay Restaurant"
"St. Regis Hotel Roof Garden","St. Regis Hotel Roof Garden"
"Wally J","Wally J"
"Faculty Club","Faculty Club"
"Hotel Metropole","Hotel Metropole"
"Ye Old Canoe Place Inn","Ye Old Canoe Place Inn"
"The Mainliner Diner","The Mainliner Diner"
"The Lotos Club","The Lotos Club"
"'T.N. ''Conte Di Savoia'''''''","'T.N. ''Conte Di Savoia'''''''"
"'R.M.S. ''Carinthia'''''''","'R.M.S. ''Carinthia'''''''"
"Independence Hall","Independence Hall"
"Joe's Restaurant","Joe's Restaurant"
"University Of Illinois","University Of Illinois"
"U. S. S. Florida","U. S. S. Florida"
"Mendel","Mendel"
"Pennsylvania Lines","Pennsylvania Lines"
"Hotel St. Francis","Hotel St. Francis"
"Jacob Reiss","Jacob Reiss"
"Pabst","Pabst"
"Hotel Vendig","Hotel Vendig"
"West End Shore Club","West End Shore Club"
"Steamer Berksire","Steamer Berksire"
"Holland House","Holland House"
"Waldorf-Astoria: Grand Ball Room","Waldorf-Astoria: Grand Ball Room"
"Dean House and Cottages","Dean House and Cottages"
"Club House - St. Marks Square","Club House - St. Marks Square"
"ALPHA OF ZETA PSI","ALPHA OF ZETA PSI"
"GERMAN RESTAURANT & BUFFET","GERMAN RESTAURANT & BUFFET"
"MILLS HOTEL","MILLS HOTEL"
"GRUNEWALD HOTEL","GRUNEWALD HOTEL"
"QUEBEC STEAMSHIP COMPANY","QUEBEC STEAMSHIP COMPANY"
"CUNARD STEAMSHIP COMPANY LTD.","CUNARD STEAMSHIP COMPANY LTD."
"CITY HALL CELLAR","CITY HALL CELLAR"
"BRYAN RATIFICATION COMMITTEE OF TAMMANY HALL","BRYAN RATIFICATION COMMITTEE OF TAMMANY HALL"
"HOTEL WESTMINSTER","HOTEL WESTMINSTER"
"ALAMO HOTEL(?)","ALAMO HOTEL(?)"
"BOSTON & BANGOR STEAMSHIP COMPANY","BOSTON & BANGOR STEAMSHIP COMPANY"
"SUIZO HOTEL","SUIZO HOTEL"
"NATIONAL COOPERS ASSOCIATION","NATIONAL COOPERS ASSOCIATION"
"UNITED STATES WEATHER BUREAU OFFICIALS","UNITED STATES WEATHER BUREAU OFFICIALS"
"OHIO STATE HOTEL ASSOCIATION","OHIO STATE HOTEL ASSOCIATION"
"UNIVERSITY OF MARYLAND","UNIVERSITY OF MARYLAND"
"KNICKERBOCKER COTTAGE","KNICKERBOCKER COTTAGE"
"BOOKSELLER'S LEAGUE MEMBERS","BOOKSELLER'S LEAGUE MEMBERS"
"MERCHANTS' ASSOCIATION OF SAN FRANCISCO","MERCHANTS' ASSOCIATION OF SAN FRANCISCO"
"MARSHAL OLIVEIRA OF THE BRAZILIAN COMMISSION","MARSHAL OLIVEIRA OF THE BRAZILIAN COMMISSION"
"CHILDS RESTAURANT","CHILDS RESTAURANT"
"STANWIX HALL","STANWIX HALL"
"CONGRESS HOTEL COMPANY","CONGRESS HOTEL COMPANY"
"SOCIETY OF THE ARMY & NAVY OF THE CONFEDERATE STATES","SOCIETY OF THE ARMY & NAVY OF THE CONFEDERATE STATES"
"BILLIARD POOL AND BOWLING TOURNAMENT","BILLIARD POOL AND BOWLING TOURNAMENT"
"BETA THETA PI","BETA THETA PI"
"GHENT CLUB","GHENT CLUB"
"THE WALDORF","THE WALDORF"
"HARVARD CLUB OF MARYLAND","HARVARD CLUB OF MARYLAND"
"PROHIBITIONISTS OF THE CITY AND COUNTY OF NEW YORK","PROHIBITIONISTS OF THE CITY AND COUNTY OF NEW YORK"
"CIRCULO COLON-CERVANTES","CIRCULO COLON-CERVANTES"
"SPOTTED PIG","SPOTTED PIG"
"COMRADES OF THE ARMY OF THE POTOMAC","COMRADES OF THE ARMY OF THE POTOMAC"
"HARVARD NINETY SEVEN","HARVARD NINETY SEVEN"
"THE ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA","THE ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA"
"THE GRAND","THE GRAND"
"NATIONAL ARTS CLUB MEMBERS","NATIONAL ARTS CLUB MEMBERS"
"NEW YORKERS CLUB","NEW YORKERS CLUB"
"S.S.AMSTERDAM","S.S.AMSTERDAM"
"GRAND HOTEL DE MADRID","GRAND HOTEL DE MADRID"
"PARK RESTAURANT","PARK RESTAURANT"
"ANCINT AND HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS","ANCINT AND HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS"
"CIE CIE TRANSATLANTIQUE","CIE CIE TRANSATLANTIQUE"
"AMERICAN BANKERS ASSOCIATION","AMERICAN BANKERS ASSOCIATION"
"(SONS OF AMERICAN REVOLUTION)","(SONS OF AMERICAN REVOLUTION)"
"SONS OF THE REVOLUTION WEST VIRGINIA SOCIETY","SONS OF THE REVOLUTION WEST VIRGINIA SOCIETY"
"KEYSTONE  CONSISTORY","KEYSTONE  CONSISTORY"
"U.S.FLAGSHIP KEARSARGE","U.S.FLAGSHIP KEARSARGE"
"HOTEL KENMORE","HOTEL KENMORE"
"Toula'","Toula'"
"Akbar","Akbar"
"Don the Beachcomber","Don the Beachcomber"
"Hotel-Restaurant du Mont-Blanc","Hotel-Restaurant du Mont-Blanc"
"Oscar's Salt of the Sea","Oscar's Salt of the Sea"
"The Westbury","The Westbury"
"La Gastronomie Francaise","La Gastronomie Francaise"
"New York Athletic Club","New York Athletic Club"
"Blackstone","Blackstone"
"Matya's Pince","Matya's Pince"
"Hotel Savoy","Hotel Savoy"
"Luchow's Restaurant","Luchow's Restaurant"
"Ambassador Hotel","Ambassador Hotel"
"Lord Simcoe Hotel","Lord Simcoe Hotel"
"Top Of The Fair","Top Of The Fair"
"Bright Angel","Bright Angel"
"The Lion's Den","The Lion's Den"
"The Habana Hilton","The Habana Hilton"
"The Meadows","The Meadows"
"Leone's","Leone's"
"Ratskeller Darmftadt","Ratskeller Darmftadt"
"S.S. Independence","S.S. Independence"
"Budapest Restaurant","Budapest Restaurant"
"Ruben's Deli","Ruben's Deli"
"Peggy's","Peggy's"
"Dinkler Plaza Hotel","Dinkler Plaza Hotel"
"Essex House","Essex House"
"The Baron Steuben","The Baron Steuben"
"Operakällaren","Operakällaren"
"Host Restaurant","Host Restaurant"
"Monte Carlo Hotel","Monte Carlo Hotel"
"The Sheraton Plaza Hotel","The Sheraton Plaza Hotel"
"Terrace Dining Room","Terrace Dining Room"
"Anchor Sea Food House","Anchor Sea Food House"
"Empire Tea Room","Empire Tea Room"
"Cogen House","Cogen House"
"Union Club","Union Club"
"The Ahwahnee","The Ahwahnee"
"Curly's Theater Café","Curly's Theater Café"
"Dayton's Sky Room","Dayton's Sky Room"
"Sheraton Hotel","Sheraton Hotel"
"[Southern Pacific Railroad Company]","[Southern Pacific Railroad Company]"
"Palm Garden","Palm Garden"
"Italian Line Restaurant","Italian Line Restaurant"
"United Air Lines","United Air Lines"
"Archons Of Colophon","Archons Of Colophon"
"The Australia Hotel","The Australia Hotel"
"Australia Hotel","Australia Hotel"
"Union Hill Elks Club","Union Hill Elks Club"
"Young Man's Christian Association","Young Man's Christian Association"
"The Wedgewood Room","The Wedgewood Room"
"Hotel LaSalle","Hotel LaSalle"
"Hotel Belvedere","Hotel Belvedere"
"Horn & Hardart Company Dining Rooms","Horn & Hardart Company Dining Rooms"
"A.H. Meyer Rathskeller","A.H. Meyer Rathskeller"
"Whites","Whites"
"Copley-Plaza Hotel","Copley-Plaza Hotel"
"Cosmopolitan Hotel","Cosmopolitan Hotel"
"JOHN WANAMAKER","JOHN WANAMAKER"
"TOYO KISEN KAISHA","TOYO KISEN KAISHA"
"SULLIVAN'S RESTAURANT","SULLIVAN'S RESTAURANT"
"LAMBS' CLUB SPECIAL","LAMBS' CLUB SPECIAL"
"HOTEL CHAMPLAIN","HOTEL CHAMPLAIN"
"BROWN PALACE HOTEL","BROWN PALACE HOTEL"
"HAMILTON CLUB OF CHICAGO","HAMILTON CLUB OF CHICAGO"
"NIPPON YUSEN KAISHA - S.S.KOBE MARU","NIPPON YUSEN KAISHA - S.S.KOBE MARU"
"GEO.T.TRIMBLE & ALUMNI ASSOCIATION OF OLD PUBLIC SCHOOL #7","GEO.T.TRIMBLE & ALUMNI ASSOCIATION OF OLD PUBLIC SCHOOL #7"
"INTERNATIONAL HOTEL","INTERNATIONAL HOTEL"
"GREAT NORTHERN SYSTEM - DINING CARS","GREAT NORTHERN SYSTEM - DINING CARS"
"HAMBURG-AMERIKA - EXPRESS STEAMER FURST BISMARCK","HAMBURG-AMERIKA - EXPRESS STEAMER FURST BISMARCK"
"CHATEAU FRONTENAC HOTEL","CHATEAU FRONTENAC HOTEL"
"BAR OF THE SOUTHERN DISTRICT OF WEST VIRGINIA","BAR OF THE SOUTHERN DISTRICT OF WEST VIRGINIA"
"BERG EN DAL HOTEL","BERG EN DAL HOTEL"
"THE ANSONIA","THE ANSONIA"
"BURGUNDY HOTEL","BURGUNDY HOTEL"
"SWEDISH LEGATION","SWEDISH LEGATION"
"ST. DAVID'S BENEVOLENT SOCIETY OF THE CITIES OF NEW YORK & BROOKLYN","ST. DAVID'S BENEVOLENT SOCIETY OF THE CITIES OF NEW YORK & BROOKLYN"
"WYOMING VALLEY HOTEL","WYOMING VALLEY HOTEL"
"HIS OREGON FRIENDS","HIS OREGON FRIENDS"
"SWEDISH SOCIETY","SWEDISH SOCIETY"
"U.S.NATIONAL LAWN TENNIS ASSOCIATION","U.S.NATIONAL LAWN TENNIS ASSOCIATION"
"MARINE SOCIETY OF NY","MARINE SOCIETY OF NY"
"THE AUTOMOBILE CLUB OF SYRACUSE","THE AUTOMOBILE CLUB OF SYRACUSE"
"GRANT BIRTHDAY ASSOCIATION","GRANT BIRTHDAY ASSOCIATION"
"CUMBERLAND STREET AND BROOKLYN HOMEOPATHIC HOSPITALS","CUMBERLAND STREET AND BROOKLYN HOMEOPATHIC HOSPITALS"
"CONFERENCES FOR EDUCATION IN THE SOUTH","CONFERENCES FOR EDUCATION IN THE SOUTH"
"HOTEL YORK","HOTEL YORK"
"MR.T.N.JARVIS","MR.T.N.JARVIS"
"RAILWAYS OF CHICAGO","RAILWAYS OF CHICAGO"
"FIRST PANEL SHERIFF'S JURY","FIRST PANEL SHERIFF'S JURY"
"NEW GLADSTONE (HOTEL)","NEW GLADSTONE (HOTEL)"
"THE PHILADELPHIA ALUMNI CHAPTER BNRA ONRALLI","THE PHILADELPHIA ALUMNI CHAPTER BNRA ONRALLI"
"NY FRIENDS OF HON. CHRISTOPHER A. BUCKLEY","NY FRIENDS OF HON. CHRISTOPHER A. BUCKLEY"
"CITY VIGILANCE LEAGUE","CITY VIGILANCE LEAGUE"
"EASTERN HOTEL","EASTERN HOTEL"
"BROOKLYN TABERNACLE SUNDAY SCHOOL ASSOCIATION","BROOKLYN TABERNACLE SUNDAY SCHOOL ASSOCIATION"
"SECOND DISTRICT DENTAL SOCIETY AND PROFESSIONAL FRIENDS","SECOND DISTRICT DENTAL SOCIETY AND PROFESSIONAL FRIENDS"
"BASS ROCK HOTEL","BASS ROCK HOTEL"
"PRIVATE PARTY(?)","PRIVATE PARTY(?)"
"COMMITTEE ON THE CENTENNIAL CELEBRATION OF INAUG OF WASHINGTON","COMMITTEE ON THE CENTENNIAL CELEBRATION OF INAUG OF WASHINGTON"
"HOTEL DE BELLEVUE","HOTEL DE BELLEVUE"
"NEW HAMPSHIRE CLUB LADIES' NIGHT","NEW HAMPSHIRE CLUB LADIES' NIGHT"
"THE PICKANINNY CLUB","THE PICKANINNY CLUB"
"GERARD HOTEL","GERARD HOTEL"
"THE SHIP'S COMPANY OF H.M.S. GOOD HOPE","THE SHIP'S COMPANY OF H.M.S. GOOD HOPE"
"NEW PALESTINE COMMANDERY 11918","NEW PALESTINE COMMANDERY 11918"
"BOOTH DRAMATIC SOCIETY","BOOTH DRAMATIC SOCIETY"
"REPUBLICAN DISTRICT COMMITTEE OF THE 29TH ASSEMBLY DISTRICT","REPUBLICAN DISTRICT COMMITTEE OF THE 29TH ASSEMBLY DISTRICT"
"FRIENDS OF MR. JAMES L. KERNAN","FRIENDS OF MR. JAMES L. KERNAN"
"THE BUSINESS MEN'S LEAGUE OF SAINT LOUIS","THE BUSINESS MEN'S LEAGUE OF SAINT LOUIS"
"FRED HARVEY","FRED HARVEY"
"DAMASRUS COMMANDERN NO.58","DAMASRUS COMMANDERN NO.58"
"HONOURABLE ARTILLERY COMPANY OF LONDON","HONOURABLE ARTILLERY COMPANY OF LONDON"
"MICHIGAN SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION","MICHIGAN SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION"
"BANKERS OF DALLAS","BANKERS OF DALLAS"
"UNIVERSITY OF EDINBURGH","UNIVERSITY OF EDINBURGH"
"MR. JOHN E. COWDIN","MR. JOHN E. COWDIN"
"CHAMBRE DE COMMERCE DU DISTRICT DE MONTREAL","CHAMBRE DE COMMERCE DU DISTRICT DE MONTREAL"
"LONGFELLOW CENTENARY","LONGFELLOW CENTENARY"
"Chez Edgard","Chez Edgard"
"Le Vert Galant","Le Vert Galant"
"Chanterelle","Chanterelle"
"Au Mouton de Panurge","Au Mouton de Panurge"
"The Mayflower Rib Room","The Mayflower Rib Room"
"Faugeron","Faugeron"
"Remi","Remi"
"'The Chief","'The Chief"
"S. M. R.","S. M. R."
"Grandview  Gardens","Grandview  Gardens"
"Library Room","Library Room"
"MERCHANTS' CLUB OF BOSTON","MERCHANTS' CLUB OF BOSTON"
"ANCHOR INN SEAFOOD RESTAURANT","ANCHOR INN SEAFOOD RESTAURANT"
"Ordell Braase","Ordell Braase"
"Heilig Geist Spital","Heilig Geist Spital"
"Old Farm Inn","Old Farm Inn"
"'The Regency Suite","'The Regency Suite"
"Monarch Room   Royal Hawaiian Hotel","Monarch Room   Royal Hawaiian Hotel"
"Lobster Shanty","Lobster Shanty"
"The Smoketree Restaurant","The Smoketree Restaurant"
"The Sheraton","The Sheraton"
"Maynilà","Maynilà"
"'T.S.S. \Adriatiki\'''''","'T.S.S. \Adriatiki\'''''"
"Trans World Service","Trans World Service"
"The English House","The English House"
"Hellas Café","Hellas Café"
"The Famous Anchor Sea Food House","The Famous Anchor Sea Food House"
"Ladies' Dining Room","Ladies' Dining Room"
"Us Army Hospital","Us Army Hospital"
"The Old Spaghetti Factory","The Old Spaghetti Factory"
"Schrafft's","Schrafft's"
"The Sea Isle","The Sea Isle"
"Burlington Zephyrs","Burlington Zephyrs"
"'[The Waldorf Astoria Hotel (New York","'[The Waldorf Astoria Hotel (New York"
"Boni's","Boni's"
"The Latch String","The Latch String"
"El Barrio Latino","El Barrio Latino"
"S.S. American Merchant","S.S. American Merchant"
"Le Versailles","Le Versailles"
"Port-au-Peck","Port-au-Peck"
"Lake Tarleton Club","Lake Tarleton Club"
"Hotel Knickerbocker","Hotel Knickerbocker"
"Lexington Opera House","Lexington Opera House"
"Business Men's Club","Business Men's Club"
"Planters Hotel","Planters Hotel"
"Leathersellers' Hall","Leathersellers' Hall"
"The Beekman Café Co.","The Beekman Café Co."
"Grocers Hall","Grocers Hall"
"Roman Catholic Orphan Asylum","Roman Catholic Orphan Asylum"
"Au Chat Noir","Au Chat Noir"
"HOTEL SAVOY","HOTEL SAVOY"
"(UNION LEAGUE CLUB)","(UNION LEAGUE CLUB)"
"CUSTOM HOUSE RESTAURANT","CUSTOM HOUSE RESTAURANT"
"TRANSPORTATION CLUB NEW YORK","TRANSPORTATION CLUB NEW YORK"
"PALACE HOTEL GRILL ROOM","PALACE HOTEL GRILL ROOM"
"SOUTHERN RAILWAY - DINING CAR SERVICE","SOUTHERN RAILWAY - DINING CAR SERVICE"
"AMERICAN INN","AMERICAN INN"
"PRINCE OF WALES HOTEL","PRINCE OF WALES HOTEL"
"CAFE' BOULEVARD - CHATEAU HENRI IV","CAFE' BOULEVARD - CHATEAU HENRI IV"
"LOTOS CLUB","LOTOS CLUB"
"SEVENTH MASONIC DISTRICT","SEVENTH MASONIC DISTRICT"
"KENWOOD HOTEL","KENWOOD HOTEL"
"ERIE","ERIE"
"BROOKLYN BAR ASSOCIATION","BROOKLYN BAR ASSOCIATION"
"THE ORIENTAL","THE ORIENTAL"
"ANCIENT AND HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS","ANCIENT AND HONORABLE ARTILLERY COMPANY OF MASSACHUSETTS"
"LUXUSZUG RAILROAD","LUXUSZUG RAILROAD"
"FRIENDS OF S.S. PACKARD?","FRIENDS OF S.S. PACKARD?"
"GREATER WASHINGTON TRAIN TOUR","GREATER WASHINGTON TRAIN TOUR"
"MRS. CORNELIUS VANDERBILT","MRS. CORNELIUS VANDERBILT"
"TRUSTEES OF WASHINGTON SAVINGS BANK","TRUSTEES OF WASHINGTON SAVINGS BANK"
"GRAND NEW HOTEL","GRAND NEW HOTEL"
"THE SPHINX CLUB","THE SPHINX CLUB"
"NEW ENGLAND SOCIETY OF PENNSYLVANIA","NEW ENGLAND SOCIETY OF PENNSYLVANIA"
"UNITED STATES FLAGSHIP RAINBOW","UNITED STATES FLAGSHIP RAINBOW"
"STEVENS INSTITUTE OF TECHNOLOGY CLASS OF '93","STEVENS INSTITUTE OF TECHNOLOGY CLASS OF '93"
"GEORGE BARDIN","GEORGE BARDIN"
"ATLANTIC CITY HOTEL MEN'S ASSOCIATION","ATLANTIC CITY HOTEL MEN'S ASSOCIATION"
"KENSINGTON HOTEL","KENSINGTON HOTEL"
"RIDLEY PARK KNIGHTS OF THEROUND TABLE","RIDLEY PARK KNIGHTS OF THEROUND TABLE"
"BECKMAN & PUNCHARD","BECKMAN & PUNCHARD"
"GREENLEAF LODGE NO.561","GREENLEAF LODGE NO.561"
"GRAND LODGE OF MASSACHUSETTS","GRAND LODGE OF MASSACHUSETTS"
"GRAND LODGE F.A.A.M OF THE DISTRICT OF COLUMBIA","GRAND LODGE F.A.A.M OF THE DISTRICT OF COLUMBIA"
"NEW ENGLAND MEMBERS OF THE HOTEL MEN'S MUTUAL BENEFIT ASSOCIATION OF THE UNITED STATES AND CANADA","NEW ENGLAND MEMBERS OF THE HOTEL MEN'S MUTUAL BENEFIT ASSOCIATION OF THE UNITED STATES AND CANADA"
"THE SOCIETY FOR LITERARY KNOWLEDGE","THE SOCIETY FOR LITERARY KNOWLEDGE"
"MOUNTAIN PARK HOTEL","MOUNTAIN PARK HOTEL"
"AMEN CORNER","AMEN CORNER"
"COZZENS' WEST POINT HOTEL","COZZENS' WEST POINT HOTEL"
"MR. THOMAS W.WILSON","MR. THOMAS W.WILSON"
"CITIZENS BUSINESS LEAGUE","CITIZENS BUSINESS LEAGUE"
"YALE ALUMNI ASSOCIATION OF PHILADELPHIA","YALE ALUMNI ASSOCIATION OF PHILADELPHIA"
"MR. SCHWITZER","MR. SCHWITZER"
"EXCHANGE HOTEL AND BALLARD HOUSE","EXCHANGE HOTEL AND BALLARD HOUSE"
"THE UNIVERSAL COOKERY AND FOOD ASSOCIATIONS","THE UNIVERSAL COOKERY AND FOOD ASSOCIATIONS"
"WHITE'S DINING ROOMS","WHITE'S DINING ROOMS"
"STETSON HOUSE","STETSON HOUSE"
"BERKSHIRE SOCIETY OF NEW YORK","BERKSHIRE SOCIETY OF NEW YORK"
"BOARD OF TRADE OF THE CITY OF TORONTO","BOARD OF TRADE OF THE CITY OF TORONTO"
"MEMBERS OF THE PEN AND PENCIL CLUB","MEMBERS OF THE PEN AND PENCIL CLUB"
"CONNECTICUT SOCIETY OF CIVIL ENGINEERS","CONNECTICUT SOCIETY OF CIVIL ENGINEERS"
"BOWDOIN COLLEGE","BOWDOIN COLLEGE"
"RESTAURANT ZOOLOGISCHER GARTEN","RESTAURANT ZOOLOGISCHER GARTEN"
"LAKE HOUSE","LAKE HOUSE"
"CONFEDERATE VETERAN CAMP OF NEW YORK THE","CONFEDERATE VETERAN CAMP OF NEW YORK THE"
"DEER PARK HOTEL","DEER PARK HOTEL"
"DUTCHESS COUNTY SOCIETY IN THE CITY OF NEW YORK","DUTCHESS COUNTY SOCIETY IN THE CITY OF NEW YORK"
"Royal Dutch Airlines","Royal Dutch Airlines"
"The Ivy","The Ivy"
"Restaurant Kervansaray","Restaurant Kervansaray"
"Restaurant Drei Baren","Restaurant Drei Baren"
"Girafe","Girafe"
"Hotel Parker Meridien","Hotel Parker Meridien"
"Restaurant Le Bourgogne","Restaurant Le Bourgogne"
"Peninsula Hotel","Peninsula Hotel"
"Hofbrauhaus","Hofbrauhaus"
"King's Arms Tavern","King's Arms Tavern"
"Krone","Krone"
"Kunstnernes Restaurant Blom","Kunstnernes Restaurant Blom"
"Vivarois","Vivarois"
"Wine and Food Society","Wine and Food Society"
"The Plaza; Hilton Hotels","The Plaza; Hilton Hotels"
"Gramercy Park Hotel; Hotel Gramercy Park","Gramercy Park Hotel; Hotel Gramercy Park"
"La Saulaie","La Saulaie"
"Executive Mansion","Executive Mansion"
"Wursthaus","Wursthaus"
"Bamerette","Bamerette"
"Hotel Imperial Wien","Hotel Imperial Wien"
"'Rms \Queen Elilzabeth 2\'''''","'Rms \Queen Elilzabeth 2\'''''"
"The Netherland Club Of New York","The Netherland Club Of New York"
"Carroll Arms Restaurant","Carroll Arms Restaurant"
"Tavern On The Green","Tavern On The Green"
"Empire Szechuan Gourmet","Empire Szechuan Gourmet"
"[Restaurant And/Or Location Unknown]","[Restaurant And/Or Location Unknown]"
"Bon Vivant","Bon Vivant"
"Chowning's Tavern","Chowning's Tavern"
"The Orient Room","The Orient Room"
"Blue Horizon","Blue Horizon"
"Bienvenue","Bienvenue"
"Button's Deli","Button's Deli"
"Bread Market & Café","Bread Market & Café"
"R.M.S. Nieuw Amsterdam","R.M.S. Nieuw Amsterdam"
"Charlie's","Charlie's"
"Miami Hotel","Miami Hotel"
"Texas Zephyrs","Texas Zephyrs"
"Ballantine Three Ring Inn","Ballantine Three Ring Inn"
"Hasselbacken","Hasselbacken"
"Virginia Ferry Corporation","Virginia Ferry Corporation"
"Canary Cottage","Canary Cottage"
"Mitre Hotel","Mitre Hotel"
"Bds","Bds"
"Ye Golden Lion Tavern","Ye Golden Lion Tavern"
"'S.S. ''President Roosevelt'''''''","'S.S. ''President Roosevelt'''''''"
"John Wanamaker","John Wanamaker"
"Hotel Wallick","Hotel Wallick"
"Mercantile lunch Co.","Mercantile lunch Co."
"Spilker's Restaurant and Café","Spilker's Restaurant and Café"
"Pine Terrace Inn","Pine Terrace Inn"
"'S.S. ''Bruce'''","'S.S. ''Bruce'''"
"The West End","The West End"
"Lexington Hotel","Lexington Hotel"
"Burland Casino","Burland Casino"
"PACIFIC MAIL STEAMSHIP CO.","PACIFIC MAIL STEAMSHIP CO."
"MORNING NEWSPAPER BOWLING LEAGUE","MORNING NEWSPAPER BOWLING LEAGUE"
"GOULD'S HOTEL CAFE","GOULD'S HOTEL CAFE"
"DEL PRADO HOTEL","DEL PRADO HOTEL"
"HADDON HOTEL","HADDON HOTEL"
"(ENGINEERS CLUB)","(ENGINEERS CLUB)"
"ENGINEERS CLUB","ENGINEERS CLUB"
"HOTEL PABST","HOTEL PABST"
"MAISON DRIENNE","MAISON DRIENNE"
"ST. LOUIS CLUB","ST. LOUIS CLUB"
"COLONNADE RESTAURANT","COLONNADE RESTAURANT"
"WEST COAST DINING SALOON","WEST COAST DINING SALOON"
"DAVID CAFE AND RESTAURANT","DAVID CAFE AND RESTAURANT"
"BRITISH MUSEUM REFRESHMENT DEPARTMENT","BRITISH MUSEUM REFRESHMENT DEPARTMENT"
"NORDEUTSCHER LLOYD BREMEN","NORDEUTSCHER LLOYD BREMEN"
"GRAND HOTEL HUNGARIA","GRAND HOTEL HUNGARIA"
"MANSION HOUSE","MANSION HOUSE"
"RED STAR LINE- ANTWERPEN  NY","RED STAR LINE- ANTWERPEN  NY"
"STATE DEPARTMENT SPECIAL TO THE PAND-AMERICAN CONGRESS AT THE CITY OF MEXICO (PULLMAN CAR SERVICE)","STATE DEPARTMENT SPECIAL TO THE PAND-AMERICAN CONGRESS AT THE CITY OF MEXICO (PULLMAN CAR SERVICE)"
"BAILEY CATERING COMPANH","BAILEY CATERING COMPANH"
"ST. JOHN'S LODGE NO. 1","ST. JOHN'S LODGE NO. 1"
"GUNTHER'S","GUNTHER'S"
"R.H. MACY & CO.","R.H. MACY & CO."
"CORPORATION OF THE CITY OF LONDON","CORPORATION OF THE CITY OF LONDON"
"THE CLARENDON","THE CLARENDON"
"NEW YORK STATE BAR ASSOCIATION","NEW YORK STATE BAR ASSOCIATION"
"SECRETARY OF THE TREASURY","SECRETARY OF THE TREASURY"
"ASSOCIATION OF THE BAR OF THE BOROUGH OF THE BRONX IN THE CITY OF NEW YORK","ASSOCIATION OF THE BAR OF THE BOROUGH OF THE BRONX IN THE CITY OF NEW YORK"
"THE MARCARET","THE MARCARET"
"BREVOORT HOUSE","BREVOORT HOUSE"
"HOTEL HAVLIN","HOTEL HAVLIN"
"PROSPECT HOUSE","PROSPECT HOUSE"
"(HOTEL ASSOCIATION OF NEW YORK CITY)","(HOTEL ASSOCIATION OF NEW YORK CITY)"
"SIG. GIOVANNI CAVAGNARO E SIGNORA","SIG. GIOVANNI CAVAGNARO E SIGNORA"
"'MITCHELL","'MITCHELL"
"(MAJESTIC HOTEL)","(MAJESTIC HOTEL)"
"RG","RG"
"S.S.B. COUNSEL OF SPELLING SIMPLIFICATION","S.S.B. COUNSEL OF SPELLING SIMPLIFICATION"
"ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA","ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA"
"DR. JOSE A. PRESNO Y BASTIONY","DR. JOSE A. PRESNO Y BASTIONY"
"LEWIS AND CLARK CENTENNIAL EXPOSITION","LEWIS AND CLARK CENTENNIAL EXPOSITION"
"FRIENDS OF MR. ARTHUR J. O'KEEFFE","FRIENDS OF MR. ARTHUR J. O'KEEFFE"
"HOBOKEN BOARD OF TRADE","HOBOKEN BOARD OF TRADE"
"RENS.POLY.INST.","RENS.POLY.INST."
"SAN FRANCISCO LUMBER DEALERS EXCHANGE","SAN FRANCISCO LUMBER DEALERS EXCHANGE"
"BUCKINGHAM PALACE","BUCKINGHAM PALACE"
"CRAFTSMAN CLUB","CRAFTSMAN CLUB"
"SCIENTIFIC ALLIANCE OF NEW YORK","SCIENTIFIC ALLIANCE OF NEW YORK"
